Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Non zero edges,Edge compr. rate,Total graph compr
563,21,21,0.0,48,69,48,0.0,0.0
564,18,16,11.11,38,48,32,15.79,26.9
565,25,23,8.0,54,71,48,11.11,19.11
566,26,23,11.54,56,71,48,14.29,25.83
567,28,27,3.57,60,85,58,3.33,6.9
568,26,20,23.08,54,60,40,25.93,49.01
569,26,24,7.69,56,76,52,7.14,14.83
570,27,23,14.81,58,71,48,17.24,32.05
571,23,19,17.39,48,55,36,25.0,42.39
572,27,24,11.11,58,74,50,13.79,24.9
573,19,17,10.53,40,53,36,10.0,20.53
574,25,25,0.0,54,79,54,0.0,0.0
575,20,19,5.0,42,59,40,4.76,9.76
576,25,21,16.0,56,65,44,21.43,37.43
577,22,22,0.0,46,68,46,0.0,0.0
578,34,31,8.82,74,97,66,10.81,19.630000000000003
579,25,23,8.0,54,73,50,7.41,15.41
580,20,18,10.0,42,54,36,14.29,24.29
581,21,19,9.52,46,59,40,13.04,22.56
582,22,19,13.64,48,57,40,16.67,30.310000000000002
583,26,24,7.69,56,74,50,10.71,18.400000000000002
584,29,25,13.79,64,77,52,18.75,32.54
585,27,27,0.0,60,87,60,0.0,0.0
586,33,30,9.09,72,94,64,11.11,20.2
587,18,17,5.56,38,53,36,5.26,10.82
588,27,26,3.7,58,82,56,3.45,7.15
589,22,20,9.09,48,62,42,12.5,21.59
590,21,21,0.0,46,67,46,0.0,0.0
591,23,22,4.35,50,70,48,4.0,8.35
592,21,21,0.0,46,67,46,0.0,0.0
593,28,28,0.0,62,90,62,0.0,0.0
594,21,19,9.52,46,59,41,10.87,20.39
595,28,26,7.14,62,82,56,9.68,16.82
596,25,23,8.0,54,71,48,11.11,19.11
597,22,20,9.09,48,62,42,12.5,21.59
598,24,24,0.0,54,78,54,0.0,0.0
599,23,22,4.35,50,68,47,6.0,10.35
600,19,16,15.79,40,48,32,20.0,35.79
601,19,17,10.53,40,53,36,10.0,20.53
602,20,16,20.0,42,46,30,28.57,48.57
603,21,21,0.0,44,65,44,0.0,0.0
604,18,15,16.67,38,45,30,21.05,37.72
605,24,20,16.67,50,60,40,20.0,36.67
606,19,18,5.26,40,56,38,5.0,10.26
607,18,18,0.0,40,58,40,0.0,0.0
608,18,16,11.11,38,48,32,15.79,26.9
609,33,28,15.15,72,86,59,18.06,33.21
610,21,20,4.76,44,62,42,4.55,9.309999999999999
611,15,11,26.67,32,31,20,37.5,64.17
612,26,24,7.69,58,76,52,10.34,18.03
613,20,17,15.0,42,51,34,19.05,34.05
614,27,24,11.11,60,76,52,13.33,24.439999999999998
615,25,25,0.0,56,81,56,0.0,0.0
616,26,24,7.69,56,74,51,8.93,16.62
617,26,23,11.54,56,71,48,14.29,25.83
618,25,25,0.0,56,81,56,0.0,0.0
619,27,25,7.41,58,77,52,10.34,17.75
620,18,18,0.0,42,60,42,0.0,0.0
621,24,21,12.5,52,65,44,15.38,27.880000000000003
622,25,23,8.0,52,69,46,11.54,19.54
623,27,23,14.81,58,69,46,20.69,35.5
624,30,24,20.0,66,74,50,24.24,44.239999999999995
625,17,17,0.0,36,53,36,0.0,0.0
626,24,20,16.67,52,60,40,23.08,39.75
627,20,19,5.0,42,59,40,4.76,9.76
628,20,16,20.0,42,48,32,23.81,43.81
629,25,25,0.0,56,81,56,0.0,0.0
630,21,21,0.0,46,67,46,0.0,0.0
631,24,22,8.33,54,70,48,11.11,19.439999999999998
632,26,19,26.92,56,55,36,35.71,62.63
633,14,14,0.0,30,44,30,0.0,0.0
634,31,25,19.35,68,75,50,26.47,45.82
635,26,24,7.69,56,74,50,10.71,18.400000000000002
636,20,20,0.0,42,62,42,0.0,0.0
637,24,21,12.5,50,63,43,14.0,26.5
638,25,21,16.0,54,63,42,22.22,38.22
639,25,24,4.0,56,76,52,7.14,11.14
640,24,21,12.5,52,65,45,13.46,25.96
641,16,13,18.75,32,39,26,18.75,37.5
642,30,30,0.0,68,98,68,0.0,0.0
643,27,23,14.81,60,71,48,20.0,34.81
644,23,21,8.7,50,65,44,12.0,20.7
645,32,28,12.5,70,88,60,14.29,26.79
646,25,23,8.0,52,69,46,11.54,19.54
647,24,22,8.33,52,70,48,7.69,16.02
648,33,29,12.12,74,91,62,16.22,28.339999999999996
649,21,17,19.05,48,53,37,22.92,41.97
650,28,28,0.0,60,88,60,0.0,0.0
651,27,24,11.11,56,72,48,14.29,25.4
652,24,22,8.33,50,66,44,12.0,20.33
653,21,17,19.05,44,49,33,25.0,44.05
654,27,23,14.81,58,69,46,20.69,35.5
655,20,20,0.0,42,62,42,0.0,0.0
656,25,25,0.0,52,77,52,0.0,0.0
657,27,25,7.41,58,77,52,10.34,17.75
658,11,11,0.0,22,33,22,0.0,0.0
659,17,16,5.88,34,48,32,5.88,11.76
660,24,23,4.17,52,73,50,3.85,8.02
661,19,18,5.26,40,56,38,5.0,10.26
662,21,21,0.0,44,65,44,0.0,0.0
663,22,21,4.55,46,65,44,4.35,8.899999999999999
664,31,22,29.03,66,64,43,34.85,63.88
665,14,14,0.0,30,44,30,0.0,0.0
666,14,14,0.0,28,42,28,0.0,0.0
667,23,21,8.7,48,63,42,12.5,21.2
668,18,17,5.56,40,53,36,10.0,15.559999999999999
669,27,23,14.81,60,71,48,20.0,34.81
670,27,23,14.81,60,71,49,18.33,33.14
671,21,21,0.0,46,67,46,0.0,0.0
672,28,28,0.0,62,90,62,0.0,0.0
673,27,25,7.41,58,77,52,10.34,17.75
674,20,18,10.0,44,56,38,13.64,23.64
675,27,23,14.81,60,71,48,20.0,34.81
676,26,22,15.38,58,68,48,17.24,32.62
677,18,18,0.0,38,56,38,0.0,0.0
678,30,29,3.33,68,93,65,4.41,7.74
679,17,17,0.0,34,51,34,0.0,0.0
680,31,31,0.0,68,99,68,0.0,0.0
681,27,25,7.41,58,77,52,10.34,17.75
682,25,25,0.0,54,79,54,0.0,0.0
683,24,19,20.83,50,55,36,28.0,48.83
684,21,20,4.76,44,62,42,4.55,9.309999999999999
685,21,21,0.0,46,67,46,0.0,0.0
686,24,22,8.33,52,68,46,11.54,19.869999999999997
687,24,22,8.33,50,68,46,8.0,16.33
688,30,28,6.67,66,88,60,9.09,15.76
689,21,19,9.52,44,57,38,13.64,23.16
690,29,27,6.9,64,85,58,9.38,16.28
691,27,22,18.52,58,68,46,20.69,39.21
692,13,13,0.0,26,39,26,0.0,0.0
693,22,22,0.0,48,70,48,0.0,0.0
694,22,22,0.0,46,68,46,0.0,0.0
695,18,18,0.0,38,56,38,0.0,0.0
696,20,18,10.0,44,56,39,11.36,21.36
697,21,20,4.76,46,64,44,4.35,9.11
698,15,13,13.33,30,39,26,13.33,26.66
699,25,23,8.0,52,71,48,7.69,15.690000000000001
700,14,14,0.0,30,44,30,0.0,0.0
701,22,22,0.0,50,72,50,0.0,0.0
702,22,20,9.09,44,58,38,13.64,22.73
703,21,21,0.0,46,67,46,0.0,0.0
704,23,21,8.7,50,65,44,12.0,20.7
705,15,15,0.0,30,45,30,0.0,0.0
706,17,16,5.88,34,48,32,5.88,11.76
707,25,23,8.0,54,71,48,11.11,19.11
708,29,29,0.0,66,95,66,0.0,0.0
709,24,24,0.0,50,74,50,0.0,0.0
710,19,19,0.0,40,59,40,0.0,0.0
711,18,16,11.11,38,48,32,15.79,26.9
712,18,16,11.11,38,48,32,15.79,26.9
713,26,23,11.54,54,69,46,14.81,26.35
714,31,31,0.0,70,101,70,0.0,0.0
715,32,29,9.38,70,91,62,11.43,20.810000000000002
716,22,20,9.09,48,62,42,12.5,21.59
717,20,20,0.0,40,60,40,0.0,0.0
718,25,25,0.0,54,79,54,0.0,0.0
719,28,26,7.14,62,82,56,9.68,16.82
720,31,28,9.68,66,86,58,12.12,21.799999999999997
721,22,20,9.09,46,60,40,13.04,22.13
722,18,17,5.56,36,51,34,5.56,11.12
723,21,18,14.29,44,52,35,20.45,34.739999999999995
724,25,25,0.0,52,77,52,0.0,0.0
725,23,21,8.7,50,65,44,12.0,20.7
726,25,23,8.0,54,71,48,11.11,19.11
727,25,24,4.0,54,76,52,3.7,7.7
728,22,22,0.0,48,70,48,0.0,0.0
729,31,29,6.45,68,91,62,8.82,15.27
730,21,21,0.0,44,65,44,0.0,0.0
731,25,25,0.0,54,79,54,0.0,0.0
732,30,30,0.0,68,98,68,0.0,0.0
733,22,21,4.55,46,63,43,6.52,11.07
734,22,21,4.55,50,67,46,8.0,12.55
735,31,30,3.23,70,98,68,2.86,6.09
736,22,22,0.0,46,68,46,0.0,0.0
737,24,24,0.0,54,78,54,0.0,0.0
738,26,19,26.92,56,57,40,28.57,55.49
739,23,23,0.0,50,73,50,0.0,0.0
740,26,24,7.69,58,76,52,10.34,18.03
741,12,12,0.0,22,34,22,0.0,0.0
742,26,20,23.08,54,58,38,29.63,52.709999999999994
743,25,23,8.0,54,71,48,11.11,19.11
744,19,19,0.0,42,61,42,0.0,0.0
745,26,25,3.85,56,79,54,3.57,7.42
746,24,22,8.33,52,68,46,11.54,19.869999999999997
747,28,26,7.14,62,82,57,8.06,15.2
748,17,14,17.65,34,40,26,23.53,41.18
749,25,20,20.0,52,60,40,23.08,43.08
750,17,17,0.0,36,53,36,0.0,0.0
751,32,28,12.5,70,88,60,14.29,26.79
752,24,22,8.33,52,70,48,7.69,16.02
753,22,22,0.0,46,68,46,0.0,0.0
754,23,23,0.0,48,71,48,0.0,0.0
755,24,17,29.17,52,49,33,36.54,65.71000000000001
756,24,22,8.33,52,68,46,11.54,19.869999999999997
757,25,23,8.0,56,73,50,10.71,18.71
758,23,19,17.39,50,59,40,20.0,37.39
759,20,20,0.0,44,64,44,0.0,0.0
760,20,18,10.0,44,56,38,13.64,23.64
761,26,24,7.69,56,74,50,10.71,18.400000000000002
762,15,15,0.0,30,45,30,0.0,0.0
763,18,16,11.11,38,50,34,10.53,21.64
764,31,28,9.68,68,88,60,11.76,21.439999999999998
765,26,24,7.69,56,74,50,10.71,18.400000000000002
766,25,21,16.0,54,63,42,22.22,38.22
767,27,27,0.0,58,85,58,0.0,0.0
768,22,21,4.55,46,65,44,4.35,8.899999999999999
769,20,20,0.0,44,64,44,0.0,0.0
770,18,17,5.56,36,51,34,5.56,11.12
771,16,15,6.25,32,45,30,6.25,12.5
772,20,17,15.0,44,53,36,18.18,33.18
773,27,22,18.52,58,66,44,24.14,42.66
774,12,12,0.0,26,38,26,0.0,0.0
775,22,21,4.55,44,63,42,4.55,9.1
776,29,25,13.79,66,79,56,15.15,28.939999999999998
777,18,12,33.33,38,34,22,42.11,75.44
778,17,16,5.88,34,48,32,5.88,11.76
779,22,21,4.55,46,65,44,4.35,8.899999999999999
780,11,11,0.0,22,33,22,0.0,0.0
781,23,23,0.0,50,73,50,0.0,0.0
782,24,20,16.67,50,58,38,24.0,40.67
783,28,24,14.29,62,74,50,19.35,33.64
784,22,20,9.09,48,62,43,10.42,19.509999999999998
785,17,17,0.0,34,51,34,0.0,0.0
786,19,19,0.0,42,61,42,0.0,0.0
787,22,20,9.09,44,60,40,9.09,18.18
788,22,20,9.09,46,60,40,13.04,22.13
789,20,16,20.0,42,46,30,28.57,48.57
790,13,10,23.08,28,28,18,35.71,58.79
791,19,19,0.0,40,59,40,0.0,0.0
792,25,23,8.0,54,71,48,11.11,19.11
793,20,20,0.0,42,62,42,0.0,0.0
794,23,23,0.0,48,71,48,0.0,0.0
795,23,20,13.04,50,62,42,16.0,29.04
796,30,27,10.0,64,85,58,9.38,19.380000000000003
797,25,25,0.0,54,79,54,0.0,0.0
798,25,25,0.0,54,79,54,0.0,0.0
799,27,22,18.52,58,66,44,24.14,42.66
800,34,28,17.65,76,86,58,23.68,41.33
801,19,19,0.0,40,59,40,0.0,0.0
802,24,22,8.33,52,68,46,11.54,19.869999999999997
803,31,29,6.45,68,91,62,8.82,15.27
804,16,14,12.5,34,42,28,17.65,30.15
805,23,23,0.0,50,73,50,0.0,0.0
806,27,27,0.0,58,85,58,0.0,0.0
807,22,20,9.09,48,62,43,10.42,19.509999999999998
808,23,21,8.7,50,65,44,12.0,20.7
809,20,18,10.0,44,56,38,13.64,23.64
810,20,18,10.0,44,56,38,13.64,23.64
811,21,20,4.76,44,62,42,4.55,9.309999999999999
812,27,26,3.7,58,82,56,3.45,7.15
813,23,21,8.7,50,65,44,12.0,20.7
814,28,28,0.0,62,90,62,0.0,0.0
815,25,22,12.0,54,68,46,14.81,26.810000000000002
816,26,24,7.69,58,76,53,8.62,16.31
817,23,23,0.0,50,73,50,0.0,0.0
818,25,25,0.0,54,79,54,0.0,0.0
819,21,18,14.29,42,52,34,19.05,33.34
820,24,22,8.33,50,68,46,8.0,16.33
821,29,25,13.79,64,77,52,18.75,32.54
822,21,19,9.52,44,57,38,13.64,23.16
823,24,24,0.0,52,76,52,0.0,0.0
824,23,17,26.09,48,49,33,31.25,57.34
825,24,22,8.33,52,70,48,7.69,16.02
826,16,15,6.25,32,45,30,6.25,12.5
827,17,17,0.0,36,53,36,0.0,0.0
828,24,24,0.0,54,78,54,0.0,0.0
829,32,30,6.25,72,96,66,8.33,14.58
830,23,23,0.0,50,73,50,0.0,0.0
831,22,18,18.18,46,54,36,21.74,39.92
832,20,19,5.0,44,59,41,6.82,11.82
833,30,23,23.33,64,69,46,28.12,51.45
834,22,22,0.0,46,68,46,0.0,0.0
835,26,26,0.0,56,82,56,0.0,0.0
836,25,23,8.0,54,71,48,11.11,19.11
837,29,24,17.24,64,74,50,21.88,39.12
838,34,34,0.0,76,110,76,0.0,0.0
839,22,20,9.09,46,60,40,13.04,22.13
840,19,19,0.0,42,61,42,0.0,0.0
841,26,23,11.54,54,69,46,14.81,26.35
842,25,24,4.0,54,76,52,3.7,7.7
843,22,20,9.09,46,60,40,13.04,22.13
844,24,21,12.5,50,63,42,16.0,28.5
845,24,22,8.33,52,68,46,11.54,19.869999999999997
846,22,21,4.55,46,65,44,4.35,8.899999999999999
847,25,23,8.0,54,73,50,7.41,15.41
848,22,22,0.0,46,68,46,0.0,0.0
849,24,19,20.83,52,57,39,25.0,45.83
850,22,20,9.09,46,60,40,13.04,22.13
851,27,27,0.0,60,87,60,0.0,0.0
852,26,24,7.69,58,76,52,10.34,18.03
853,23,20,13.04,48,60,40,16.67,29.71
854,31,31,0.0,68,99,68,0.0,0.0
855,23,22,4.35,50,70,48,4.0,8.35
856,21,21,0.0,46,67,46,0.0,0.0
857,19,19,0.0,42,61,42,0.0,0.0
858,21,20,4.76,48,64,45,6.25,11.01
859,23,21,8.7,50,65,44,12.0,20.7
860,21,18,14.29,46,56,38,17.39,31.68
861,21,19,9.52,46,59,40,13.04,22.56
862,26,22,15.38,56,66,46,17.86,33.24
863,22,18,18.18,46,56,38,17.39,35.57
864,15,12,20.0,32,36,24,25.0,45.0
865,17,17,0.0,38,55,38,0.0,0.0
866,27,25,7.41,60,79,54,10.0,17.41
867,30,23,23.33,66,69,48,27.27,50.599999999999994
868,26,24,7.69,56,74,50,10.71,18.400000000000002
869,26,22,15.38,56,66,45,19.64,35.02
870,26,23,11.54,58,71,49,15.52,27.06
871,27,27,0.0,58,85,58,0.0,0.0
872,17,17,0.0,38,55,38,0.0,0.0
873,22,22,0.0,48,70,48,0.0,0.0
874,24,23,4.17,52,71,49,5.77,9.94
875,25,21,16.0,54,63,42,22.22,38.22
876,14,14,0.0,30,44,30,0.0,0.0
877,14,14,0.0,32,46,32,0.0,0.0
878,19,18,5.26,38,54,36,5.26,10.52
879,24,22,8.33,52,68,46,11.54,19.869999999999997
880,18,14,22.22,40,40,28,30.0,52.22
881,15,15,0.0,30,45,30,0.0,0.0
882,26,22,15.38,58,68,46,20.69,36.07
883,23,21,8.7,50,65,44,12.0,20.7
884,28,26,7.14,62,82,56,9.68,16.82
885,15,14,6.67,34,44,30,11.76,18.43
886,27,24,11.11,60,76,52,13.33,24.439999999999998
887,21,20,4.76,44,62,42,4.55,9.309999999999999
888,24,24,0.0,52,76,52,0.0,0.0
889,18,16,11.11,38,48,32,15.79,26.9
890,21,20,4.76,44,62,42,4.55,9.309999999999999
891,31,27,12.9,68,83,56,17.65,30.549999999999997
892,33,27,18.18,72,81,54,25.0,43.18
893,32,29,9.38,72,93,64,11.11,20.490000000000002
894,25,25,0.0,54,79,54,0.0,0.0
895,16,14,12.5,34,42,28,17.65,30.15
896,24,19,20.83,50,57,38,24.0,44.83
897,17,17,0.0,36,53,36,0.0,0.0
898,28,22,21.43,60,66,44,26.67,48.1
899,18,16,11.11,38,48,32,15.79,26.9
900,27,25,7.41,60,79,54,10.0,17.41
901,21,18,14.29,44,54,36,18.18,32.47
902,31,25,19.35,72,79,54,25.0,44.35
903,24,24,0.0,50,74,50,0.0,0.0
904,27,27,0.0,60,87,60,0.0,0.0
905,22,18,18.18,48,54,36,25.0,43.18
906,33,30,9.09,72,94,64,11.11,20.2
907,36,34,5.56,82,110,76,7.32,12.879999999999999
908,18,18,0.0,38,56,38,0.0,0.0
909,27,23,14.81,60,71,48,20.0,34.81
910,26,24,7.69,56,76,52,7.14,14.83
911,30,28,6.67,66,88,60,9.09,15.76
912,21,21,0.0,44,65,44,0.0,0.0
913,19,19,0.0,42,61,42,0.0,0.0
914,24,24,0.0,50,74,50,0.0,0.0
915,17,17,0.0,34,51,34,0.0,0.0
916,30,29,3.33,66,93,64,3.03,6.359999999999999
917,26,20,23.08,56,58,38,32.14,55.22
918,24,20,16.67,52,62,42,19.23,35.900000000000006
919,18,17,5.56,36,51,34,5.56,11.12
920,25,21,16.0,52,63,42,19.23,35.230000000000004
921,28,20,28.57,60,62,42,30.0,58.57
922,19,19,0.0,40,59,40,0.0,0.0
923,26,24,7.69,58,76,52,10.34,18.03
924,28,24,14.29,62,74,50,19.35,33.64
925,19,16,15.79,40,48,32,20.0,35.79
926,20,17,15.0,42,51,34,19.05,34.05
927,15,14,6.67,28,40,26,7.14,13.809999999999999
928,28,26,7.14,60,80,54,10.0,17.14
929,20,17,15.0,44,51,35,20.45,35.45
930,26,26,0.0,56,82,56,0.0,0.0
931,25,25,0.0,54,79,54,0.0,0.0
932,24,24,0.0,54,78,54,0.0,0.0
933,27,25,7.41,60,79,54,10.0,17.41
934,17,15,11.76,36,45,30,16.67,28.43
935,23,21,8.7,50,65,44,12.0,20.7
936,21,19,9.52,46,59,40,13.04,22.56
937,23,19,17.39,52,59,40,23.08,40.47
938,32,29,9.38,70,91,62,11.43,20.810000000000002
939,25,20,20.0,56,62,43,23.21,43.21
940,34,31,8.82,76,99,68,10.53,19.35
941,21,21,0.0,44,65,44,0.0,0.0
942,19,14,26.32,40,40,27,32.5,58.82
943,16,13,18.75,34,39,26,23.53,42.28
944,23,23,0.0,50,73,50,0.0,0.0
945,24,24,0.0,52,76,52,0.0,0.0
946,21,18,14.29,44,54,36,18.18,32.47
947,32,32,0.0,72,104,72,0.0,0.0
948,23,23,0.0,50,73,50,0.0,0.0
949,19,19,0.0,40,59,40,0.0,0.0
950,24,21,12.5,54,65,45,16.67,29.17
951,22,18,18.18,52,56,39,25.0,43.18
952,25,21,16.0,54,63,44,18.52,34.519999999999996
953,27,23,14.81,56,69,46,17.86,32.67
954,20,20,0.0,42,62,42,0.0,0.0
955,25,23,8.0,52,71,48,7.69,15.690000000000001
956,25,23,8.0,54,71,48,11.11,19.11
957,16,16,0.0,34,50,34,0.0,0.0
958,19,18,5.26,38,54,36,5.26,10.52
959,26,16,38.46,56,48,32,42.86,81.32
960,28,26,7.14,62,82,56,9.68,16.82
961,29,29,0.0,64,93,64,0.0,0.0
962,13,13,0.0,28,41,28,0.0,0.0
963,34,32,5.88,76,102,70,7.89,13.77
964,19,19,0.0,40,59,40,0.0,0.0
965,24,22,8.33,52,68,46,11.54,19.869999999999997
966,19,19,0.0,38,57,38,0.0,0.0
967,21,18,14.29,46,56,39,15.22,29.509999999999998
968,24,20,16.67,50,60,40,20.0,36.67
969,17,16,5.88,34,48,32,5.88,11.76
970,20,20,0.0,44,64,44,0.0,0.0
971,16,16,0.0,32,48,32,0.0,0.0
972,23,23,0.0,48,71,48,0.0,0.0
973,18,17,5.56,38,53,36,5.26,10.82
974,30,26,13.33,66,80,55,16.67,30.0
975,23,20,13.04,50,62,42,16.0,29.04
976,22,22,0.0,48,70,48,0.0,0.0
977,26,26,0.0,58,84,58,0.0,0.0
978,24,22,8.33,48,66,44,8.33,16.66
979,22,22,0.0,48,70,48,0.0,0.0
980,16,16,0.0,34,50,34,0.0,0.0
981,16,15,6.25,32,45,30,6.25,12.5
982,22,18,18.18,46,52,34,26.09,44.269999999999996
983,25,24,4.0,56,78,54,3.57,7.57
984,25,25,0.0,54,79,54,0.0,0.0
985,21,21,0.0,44,65,44,0.0,0.0
986,34,34,0.0,76,110,76,0.0,0.0
987,31,31,0.0,70,101,70,0.0,0.0
988,20,18,10.0,44,56,38,13.64,23.64
989,25,25,0.0,54,79,54,0.0,0.0
990,22,20,9.09,46,60,40,13.04,22.13
991,22,20,9.09,46,62,42,8.7,17.79
992,18,18,0.0,36,54,36,0.0,0.0
993,27,25,7.41,60,79,54,10.0,17.41
994,23,21,8.7,50,65,44,12.0,20.7
995,17,17,0.0,34,51,34,0.0,0.0
996,22,18,18.18,48,54,36,25.0,43.18
997,26,22,15.38,56,66,44,21.43,36.81
998,21,18,14.29,44,54,36,18.18,32.47
999,27,22,18.52,58,66,44,24.14,42.66
1000,22,17,22.73,46,49,32,30.43,53.16
1001,26,24,7.69,56,76,52,7.14,14.83
1002,21,17,19.05,46,51,34,26.09,45.14
1003,26,24,7.69,56,74,50,10.71,18.400000000000002
1004,26,25,3.85,56,79,54,3.57,7.42
1005,19,19,0.0,38,57,38,0.0,0.0
1006,18,18,0.0,40,58,40,0.0,0.0
1007,27,24,11.11,58,74,50,13.79,24.9
1008,34,30,11.76,76,94,64,15.79,27.549999999999997
1009,25,23,8.0,54,71,48,11.11,19.11
1010,27,25,7.41,58,77,52,10.34,17.75
1011,17,17,0.0,36,53,36,0.0,0.0
1012,23,22,4.35,48,68,46,4.17,8.52
1013,28,22,21.43,60,66,44,26.67,48.1
1014,20,16,20.0,42,46,30,28.57,48.57
1015,28,24,14.29,60,74,50,16.67,30.96
1016,23,23,0.0,48,71,48,0.0,0.0
1017,20,20,0.0,42,62,42,0.0,0.0
1018,20,20,0.0,44,64,44,0.0,0.0
1019,21,21,0.0,44,65,44,0.0,0.0
1020,18,17,5.56,36,51,34,5.56,11.12
1021,20,13,35.0,40,37,24,40.0,75.0
1022,23,18,21.74,48,52,34,29.17,50.91
1023,23,19,17.39,50,57,38,24.0,41.39
1024,24,24,0.0,54,78,54,0.0,0.0
1025,15,14,6.67,30,42,28,6.67,13.34
1026,26,24,7.69,58,76,52,10.34,18.03
1027,15,12,20.0,32,36,24,25.0,45.0
1028,16,15,6.25,34,47,32,5.88,12.129999999999999
1029,16,11,31.25,34,31,21,38.24,69.49000000000001
1030,29,27,6.9,64,85,58,9.38,16.28
1031,23,21,8.7,48,63,42,12.5,21.2
1032,18,8,55.56,40,22,14,65.0,120.56
1033,22,21,4.55,44,63,42,4.55,9.1
1034,22,16,27.27,50,48,34,32.0,59.269999999999996
1035,26,25,3.85,56,79,54,3.57,7.42
1036,29,25,13.79,64,77,52,18.75,32.54
1037,24,22,8.33,54,70,48,11.11,19.439999999999998
1038,24,22,8.33,52,68,46,11.54,19.869999999999997
1039,21,18,14.29,44,54,37,15.91,30.2
1040,25,23,8.0,56,71,50,10.71,18.71
1041,18,18,0.0,40,58,40,0.0,0.0
1042,17,15,11.76,34,43,28,17.65,29.409999999999997
1043,20,20,0.0,44,64,44,0.0,0.0
1044,22,17,22.73,46,49,32,30.43,53.16
1045,24,20,16.67,52,60,40,23.08,39.75
1046,26,26,0.0,58,84,58,0.0,0.0
1047,25,23,8.0,54,71,48,11.11,19.11
1048,23,22,4.35,48,68,46,4.17,8.52
1049,15,13,13.33,30,37,24,20.0,33.33
1050,25,22,12.0,52,66,44,15.38,27.380000000000003
1051,22,14,36.36,50,44,30,40.0,76.36
1052,23,23,0.0,50,73,50,0.0,0.0
1053,22,22,0.0,46,68,46,0.0,0.0
1054,13,13,0.0,26,39,26,0.0,0.0
1055,25,25,0.0,54,79,54,0.0,0.0
1056,29,23,20.69,62,69,46,25.81,46.5
1057,17,17,0.0,36,53,36,0.0,0.0
1058,24,20,16.67,52,60,40,23.08,39.75
1059,25,24,4.0,54,76,52,3.7,7.7
1060,23,22,4.35,48,68,46,4.17,8.52
1061,24,21,12.5,50,63,42,16.0,28.5
1062,17,17,0.0,38,55,38,0.0,0.0
1063,20,18,10.0,44,56,38,13.64,23.64
1064,26,24,7.69,56,74,50,10.71,18.400000000000002
1065,24,23,4.17,50,71,48,4.0,8.17
1066,24,22,8.33,52,68,47,9.62,17.95
1067,22,20,9.09,48,62,42,12.5,21.59
1068,27,24,11.11,58,74,50,13.79,24.9
1069,19,19,0.0,40,59,40,0.0,0.0
1070,29,29,0.0,62,91,62,0.0,0.0
1071,23,22,4.35,50,68,47,6.0,10.35
1072,26,23,11.54,54,69,46,14.81,26.35
1073,28,23,17.86,60,71,48,20.0,37.86
1074,20,19,5.0,42,59,40,4.76,9.76
1075,19,18,5.26,40,56,38,5.0,10.26
1076,16,15,6.25,32,45,30,6.25,12.5
1077,33,22,33.33,74,66,44,40.54,73.87
1078,24,22,8.33,52,68,46,11.54,19.869999999999997
1079,25,22,12.0,52,66,44,15.38,27.380000000000003
1080,20,20,0.0,44,64,44,0.0,0.0
1081,30,26,13.33,66,80,54,18.18,31.509999999999998
1082,19,15,21.05,40,45,30,25.0,46.05
1083,24,24,0.0,52,76,52,0.0,0.0
1084,26,21,19.23,54,63,42,22.22,41.45
1085,26,26,0.0,56,82,56,0.0,0.0
1086,22,20,9.09,48,62,42,12.5,21.59
1087,19,19,0.0,38,57,38,0.0,0.0
1088,21,21,0.0,46,67,46,0.0,0.0
1089,25,23,8.0,56,73,50,10.71,18.71
1090,23,20,13.04,50,62,43,14.0,27.04
1091,24,19,20.83,52,57,38,26.92,47.75
1092,20,20,0.0,40,60,40,0.0,0.0
1093,17,17,0.0,38,55,38,0.0,0.0
1094,21,19,9.52,44,57,38,13.64,23.16
1095,21,19,9.52,42,57,38,9.52,19.04
1096,31,31,0.0,68,99,68,0.0,0.0
1097,27,25,7.41,58,77,52,10.34,17.75
1098,16,16,0.0,32,48,32,0.0,0.0
1099,19,16,15.79,40,46,31,22.5,38.29
1100,22,22,0.0,48,70,48,0.0,0.0
1101,30,28,6.67,68,92,64,5.88,12.55
1102,17,14,17.65,36,42,29,19.44,37.09
1103,21,21,0.0,44,65,44,0.0,0.0
1104,17,15,11.76,34,43,28,17.65,29.409999999999997
1105,31,29,6.45,68,91,62,8.82,15.27
1106,31,28,9.68,68,88,60,11.76,21.439999999999998
1107,21,16,23.81,44,46,30,31.82,55.629999999999995
1108,17,17,0.0,36,53,36,0.0,0.0
1109,28,26,7.14,62,82,56,9.68,16.82
1110,19,19,0.0,40,59,40,0.0,0.0
1111,17,14,17.65,38,42,28,26.32,43.97
1112,27,27,0.0,58,85,58,0.0,0.0
1113,25,22,12.0,52,66,44,15.38,27.380000000000003
1114,21,19,9.52,46,59,40,13.04,22.56
1115,26,26,0.0,56,82,56,0.0,0.0
1116,21,21,0.0,46,67,46,0.0,0.0
1117,20,17,15.0,42,51,34,19.05,34.05
1118,23,20,13.04,50,62,43,14.0,27.04
1119,28,23,17.86,58,69,46,20.69,38.55
1120,18,17,5.56,36,51,34,5.56,11.12
1121,22,22,0.0,46,68,46,0.0,0.0
1122,19,19,0.0,40,59,40,0.0,0.0
1123,17,17,0.0,34,51,34,0.0,0.0
1124,21,19,9.52,44,57,38,13.64,23.16
1125,25,23,8.0,56,73,50,10.71,18.71
