Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Edge compr. rate
512,135,135,0.0,5444,5444,0.0
513,94,94,0.0,2640,2640,0.0
514,94,94,0.0,2642,2642,0.0
515,101,101,0.0,3058,3058,0.0
516,125,125,0.0,4810,4810,0.0
517,117,117,0.0,4222,4222,0.0
518,81,81,0.0,1990,1990,0.0
519,102,102,0.0,3060,3060,0.0
520,97,97,0.0,2930,2930,0.0
521,151,151,0.0,6774,6774,0.0
522,111,111,0.0,3730,3730,0.0
523,111,111,0.0,3760,3760,0.0
524,67,67,0.0,1424,1424,0.0
525,125,125,0.0,4836,4836,0.0
526,163,163,0.0,7930,7930,0.0
527,113,113,0.0,3762,3762,0.0
528,126,126,0.0,4824,4824,0.0
529,139,139,0.0,5914,5914,0.0
530,126,126,0.0,4598,4598,0.0
531,138,138,0.0,5710,5710,0.0
532,130,130,0.0,5136,5136,0.0
533,131,131,0.0,5320,5320,0.0
534,120,120,0.0,4368,4368,0.0
535,117,117,0.0,4320,4320,0.0
536,88,88,0.0,2350,2350,0.0
537,98,98,0.0,3008,3008,0.0
538,133,133,0.0,5484,5484,0.0
539,138,138,0.0,5734,5734,0.0
540,117,117,0.0,4054,4054,0.0
541,101,101,0.0,3084,3084,0.0
542,113,113,0.0,3850,3850,0.0
543,82,82,0.0,2114,2114,0.0
544,138,138,0.0,5870,5870,0.0
545,81,81,0.0,1932,1932,0.0
546,115,115,0.0,3934,3934,0.0
547,117,117,0.0,3998,3998,0.0
548,116,116,0.0,4098,4098,0.0
549,132,132,0.0,5460,5460,0.0
550,132,132,0.0,5186,5186,0.0
551,104,104,0.0,3286,3286,0.0
552,112,112,0.0,3882,3882,0.0
553,161,161,0.0,7812,7812,0.0
554,111,111,0.0,3668,3668,0.0
555,144,144,0.0,6112,6112,0.0
556,83,83,0.0,2154,2154,0.0
557,135,135,0.0,5636,5636,0.0
558,118,118,0.0,4386,4386,0.0
559,115,115,0.0,3982,3982,0.0
560,125,125,0.0,4726,4726,0.0
561,127,127,0.0,5092,5092,0.0
562,128,128,0.0,4950,4950,0.0
563,112,112,0.0,3676,3676,0.0
564,113,113,0.0,3942,3942,0.0
565,106,106,0.0,3536,3536,0.0
566,117,117,0.0,4076,4076,0.0
567,111,111,0.0,3684,3684,0.0
568,103,103,0.0,3112,3112,0.0
569,157,157,0.0,7386,7386,0.0
570,106,106,0.0,3372,3372,0.0
571,121,121,0.0,4504,4504,0.0
572,126,126,0.0,4676,4676,0.0
573,124,124,0.0,4660,4660,0.0
574,79,79,0.0,1934,1934,0.0
575,112,112,0.0,3690,3690,0.0
576,88,88,0.0,2464,2464,0.0
577,150,150,0.0,6912,6912,0.0
578,117,117,0.0,4130,4130,0.0
579,77,77,0.0,1896,1896,0.0
580,122,122,0.0,4524,4524,0.0
581,139,139,0.0,5728,5728,0.0
582,119,119,0.0,4356,4356,0.0
583,122,122,0.0,4470,4470,0.0
584,131,131,0.0,5280,5280,0.0
585,110,110,0.0,3642,3642,0.0
586,119,119,0.0,4208,4208,0.0
587,147,147,0.0,6646,6646,0.0
588,125,125,0.0,4594,4594,0.0
589,120,120,0.0,4488,4488,0.0
590,125,125,0.0,4762,4762,0.0
591,153,153,0.0,7066,7066,0.0
592,85,85,0.0,2206,2206,0.0
593,160,160,0.0,7804,7804,0.0
594,98,98,0.0,2996,2996,0.0
595,143,143,0.0,6108,6108,0.0
596,127,127,0.0,4828,4828,0.0
597,157,157,0.0,7340,7340,0.0
598,129,129,0.0,5156,5156,0.0
599,101,101,0.0,3066,3066,0.0
600,124,124,0.0,4742,4742,0.0
601,133,133,0.0,5412,5412,0.0
602,107,107,0.0,3426,3426,0.0
603,77,77,0.0,1870,1870,0.0
604,99,99,0.0,2950,2950,0.0
605,100,100,0.0,3138,3138,0.0
606,114,114,0.0,3950,3950,0.0
607,104,104,0.0,3216,3216,0.0
608,82,82,0.0,2190,2190,0.0
609,97,97,0.0,2922,2922,0.0
610,132,132,0.0,5226,5226,0.0
611,134,134,0.0,5318,5318,0.0
612,90,90,0.0,2470,2470,0.0
613,92,92,0.0,2586,2586,0.0
614,133,133,0.0,5366,5366,0.0
615,96,96,0.0,2886,2886,0.0
616,133,133,0.0,5206,5206,0.0
617,149,149,0.0,6796,6796,0.0
618,109,109,0.0,3652,3652,0.0
619,161,161,0.0,7694,7694,0.0
620,94,94,0.0,2778,2778,0.0
621,108,108,0.0,3512,3512,0.0
622,126,126,0.0,4852,4852,0.0
623,76,76,0.0,1810,1810,0.0
624,116,116,0.0,4188,4188,0.0
625,113,113,0.0,3838,3838,0.0
626,99,99,0.0,3100,3100,0.0
627,109,109,0.0,3396,3396,0.0
628,93,93,0.0,2684,2684,0.0
629,103,103,0.0,3162,3162,0.0
630,102,102,0.0,3314,3314,0.0
631,132,132,0.0,5290,5290,0.0
632,134,134,0.0,5398,5398,0.0
633,87,87,0.0,2260,2260,0.0
634,100,100,0.0,3012,3012,0.0
635,110,110,0.0,3622,3622,0.0
636,86,86,0.0,2216,2216,0.0
637,113,113,0.0,3950,3950,0.0
638,112,112,0.0,3788,3788,0.0
639,94,94,0.0,2786,2786,0.0
640,91,91,0.0,2506,2506,0.0
641,109,109,0.0,3564,3564,0.0
