Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Edge compr. rate
740,69,69,0.0,552,552,0.0
741,72,72,0.0,576,576,0.0
742,72,72,0.0,576,576,0.0
743,73,73,0.0,584,584,0.0
744,70,70,0.0,560,560,0.0
745,74,74,0.0,592,592,0.0
746,75,75,0.0,600,600,0.0
747,70,70,0.0,560,560,0.0
748,70,70,0.0,560,560,0.0
749,75,75,0.0,600,600,0.0
750,70,70,0.0,560,560,0.0
751,69,69,0.0,552,552,0.0
752,74,74,0.0,592,592,0.0
753,71,71,0.0,568,568,0.0
754,73,73,0.0,584,584,0.0
755,73,73,0.0,584,584,0.0
756,75,75,0.0,600,600,0.0
757,74,74,0.0,592,592,0.0
758,74,74,0.0,592,592,0.0
759,75,75,0.0,600,600,0.0
760,47,47,0.0,376,376,0.0
761,72,72,0.0,576,576,0.0
762,73,73,0.0,584,584,0.0
763,70,69,1.43,560,560,3.75
